message_type, arerror_code, message_summary, message_description
Error,5288,Images in column columnName ar,"Images in column columnName are different sizes. To make the table more readable, select images that are the same size."
Error,5289,Please enter a valid Label Nam,Please enter a valid Label Name. 
Error,5290,The field fieldName referred i,The field fieldName referred in Table Field fieldName cannot be found on the base form formName. Save this form to fix this issue.
Error,5291,No Mid Tier information is pro,No Mid Tier information is provided for AR System server : serverName. Enter Mid Tier Information in the Preferences.
Error,5292,Error displaying preview for f,Error displaying preview for form : formName.
Error,5293,Right-aligned field has negati,Right-aligned field has negative X value: fieldName. 
Error,5294,Cannot create label labelName.,Cannot create label labelName.
Error,5295,Cannot edit label labelName.,Cannot edit label labelName.
Error,5297,Error in retrieving objects fo,Error in retrieving objects for label labelName.
Error,5298,Because fieldName Field fieldI,"Because fieldName Field fieldID uses the advanced rich text property, the field must contain at least 10 rows."
Error,5299,Because fieldName Field fieldI,"Because fieldName Field fieldID uses the advanced rich text property, the field must have at least 500 pt width."
Error,5301,Task name cannot be blank.,Task name cannot be blank.
Error,5302,File name already exists. Choo,File name already exists. Choose a new name.
Error,5303,No definition (.def) files for,"No definition (.def) files for the specified objects are attached to the object modification log. In the Version Control tab on the AR System Administration: Server Information form, verify that the Save Definition Files option is selected."
Error,5304,There are no Attachment Pool F,There are no Attachment Pool Fields available for selection. Create a new one.
Error,5305,Attachment pool field fieldNam,Attachment pool field fieldName for the Rich Text field fieldName was deleted.
Error,5306,Attachment pool field fieldNam,Attachment pool field fieldName for the Rich Text field fieldName should not be visible.
Error,5308,The object is not reserved or ,The object is not reserved or is reserved by another user. Save As with same name is not allowed.
Error,5310,"Application applicationName, s","Application applicationName, specified for Integration Workflow property, does not exists."
Error,5312,nameOfOperation operation not ,nameOfOperation operation not allowed on specified object. reasonOperationIsNotAllowed.
Error,5317,nameOfOperation operation not ,nameOfOperation operation not allowed on specified object. reasonOperationIsNotAllowed.
Error,5318,Fields on View nameOfView has ,Fields on View nameOfView has invalid Z order. Overlay of View required to modify it.
Error,5319,Field nameOfField has missing ,Field nameOfField has missing layout information. Overlay of View required to modify it.
Error,5321,View nameOfView has no label. ,View nameOfView has no label. Overlay of View required to modify it.
Error,5322,Can not use Form nameOfForm as,Can not use Form nameOfForm as remote form because it does not contain fields referred by columns or cell fields in the overlaid form.
Error,5323,Creating new object is not all,Creating new object is not allowed in Best Practice Customization Mode since AR System Server version is less than 7.6.04. Please use Base Development Mode to create new objects.
Error,5324,Creating objectType is not all,Creating objectType is not allowed in Best Practice Customization Mode. Please use Full Development Mode to create new objectType.
Error,5327,Only custom fields can be adde,Only custom fields can be added from a base form to an Overlay join form.
